code_module,code_presentation,id_student,id_site,activity_type,week_from,week_to,date,sum_click
AAA,2013J,401869,546614,homepage,,,105,2
AAA,2013J,401869,546614,homepage,,,109,1
AAA,2013J,401869,546614,homepage,,,111,1
AAA,2013J,401869,546614,homepage,,,113,2
AAA,2013J,401869,546614,homepage,,,114,1
AAA,2013J,401869,546614,homepage,,,115,2
AAA,2013J,401869,546614,homepage,,,117,1
AAA,2013J,401869,546614,homepage,,,123,1
AAA,2013J,401869,546614,homepage,,,124,3
AAA,2013J,401869,546614,homepage,,,125,3
AAA,2013J,401869,546614,homepage,,,126,1
AAA,2013J,401869,546614,homepage,,,135,2
AAA,2013J,401869,546614,homepage,,,141,1
AAA,2013J,401869,546614,homepage,,,144,1
AAA,2013J,401869,546614,homepage,,,156,2
AAA,2013J,401869,546614,homepage,,,165,1
AAA,2013J,401869,546614,homepage,,,170,2
AAA,2013J,401869,546614,homepage,,,171,3
AAA,2013J,401869,546614,homepage,,,172,2
AAA,2013J,401869,546614,homepage,,,173,4
AAA,2013J,401869,546614,homepage,,,205,4
AAA,2013J,401869,546614,homepage,,,208,6
AAA,2013J,401869,546614,homepage,,,209,1
AAA,2013J,401869,546614,homepage,,,215,6
AAA,2013J,401869,546614,homepage,,,221,1
AAA,2013J,401869,546614,homepage,,,222,4
AAA,2013J,401869,546614,homepage,,,225,2
AAA,2013J,401869,546614,homepage,,,228,7
AAA,2013J,401869,546614,homepage,,,235,1
AAA,2013J,401869,546614,homepage,,,236,1
AAA,2013J,401869,546614,homepage,,,240,1
AAA,2013J,401869,546614,homepage,,,241,1
AAA,2013J,401869,546614,homepage,,,242,3
AAA,2013J,401869,546614,homepage,,,244,2
AAA,2013J,401869,546614,homepage,,,245,2
AAA,2013J,401869,546614,homepage,,,250,1
AAA,2013J,401869,546614,homepage,,,253,2
AAA,2013J,401869,546672,oucontent,,,-10,1
AAA,2013J,401869,546738,oucontent,,,-10,1
AAA,2013J,401869,546671,oucontent,,,-10,2
AAA,2013J,401869,546670,oucontent,,,-10,1
AAA,2013J,401869,546668,oucontent,,,-10,1
AAA,2013J,401869,546662,oucontent,,,-10,4
AAA,2013J,401869,546667,oucontent,,,-10,3
AAA,2013J,401869,546681,oucontent,1,1,-9,5
AAA,2013J,401869,546719,oucontent,1,1,-9,5
AAA,2013J,401869,546667,oucontent,,,-9,3
AAA,2013J,401869,546662,oucontent,,,-9,2
AAA,2013J,401869,546662,oucontent,,,-6,9
AAA,2013J,401869,546740,oucontent,,,-6,1
AAA,2013J,401869,546719,oucontent,1,1,-4,2
AAA,2013J,401869,546681,oucontent,1,1,-4,4
AAA,2013J,401869,546719,oucontent,1,1,2,1
AAA,2013J,401869,546681,oucontent,1,1,2,4
AAA,2013J,401869,546662,oucontent,,,2,1
AAA,2013J,401869,546662,oucontent,,,3,1
AAA,2013J,401869,546667,oucontent,,,3,3
AAA,2013J,401869,546667,oucontent,,,10,3
AAA,2013J,401869,546732,oucontent,2,2,10,2
AAA,2013J,401869,546732,oucontent,2,2,11,2
AAA,2013J,401869,546732,oucontent,2,2,12,3
AAA,2013J,401869,546681,oucontent,1,1,15,10
AAA,2013J,401869,546732,oucontent,2,2,15,11
AAA,2013J,401869,546714,oucontent,,,16,1
AAA,2013J,401869,546700,oucontent,,,16,1
AAA,2013J,401869,546669,oucontent,,,16,8
AAA,2013J,401869,546731,oucontent,,,17,9
AAA,2013J,401869,546669,oucontent,,,17,21
AAA,2013J,401869,546667,oucontent,,,18,7
AAA,2013J,401869,546731,oucontent,,,18,7
AAA,2013J,401869,546732,oucontent,2,2,19,10
AAA,2013J,401869,546731,oucontent,,,19,1
AAA,2013J,401869,546662,oucontent,,,19,1
AAA,2013J,401869,546669,oucontent,,,19,20
AAA,2013J,401869,546684,oucontent,,,20,2
AAA,2013J,401869,546684,oucontent,,,31,6
AAA,2013J,401869,546684,oucontent,,,32,1
AAA,2013J,401869,546723,oucontent,,,33,6
AAA,2013J,401869,546684,oucontent,,,33,21
AAA,2013J,401869,546662,oucontent,,,33,2
AAA,2013J,401869,546733,oucontent,,,33,1
AAA,2013J,401869,546733,oucontent,,,35,4
AAA,2013J,401869,546733,oucontent,,,36,3
AAA,2013J,401869,546723,oucontent,,,36,1
AAA,2013J,401869,546733,oucontent,,,38,1
AAA,2013J,401869,546734,oucontent,,,38,4
AAA,2013J,401869,546734,oucontent,,,39,5
AAA,2013J,401869,546734,oucontent,,,47,1
AAA,2013J,401869,546719,oucontent,1,1,47,1
AAA,2013J,401869,546681,oucontent,1,1,47,3
AAA,2013J,401869,546681,oucontent,1,1,49,2
AAA,2013J,401869,546719,oucontent,1,1,49,6
AAA,2013J,401869,546719,oucontent,1,1,50,2
AAA,2013J,401869,546681,oucontent,1,1,53,2
AAA,2013J,401869,546719,oucontent,1,1,53,3
AAA,2013J,401869,546702,oucontent,,,88,8
AAA,2013J,401869,546737,oucontent,,,92,2
AAA,2013J,401869,546737,oucontent,,,93,1
AAA,2013J,401869,546737,oucontent,,,94,3
AAA,2013J,401869,546737,oucontent,,,97,1
AAA,2013J,401869,546696,oucontent,,,99,4
AAA,2013J,401869,546696,oucontent,,,101,1
AAA,2013J,401869,546696,oucontent,,,103,3
AAA,2013J,401869,546680,oucontent,,,105,6
AAA,2013J,401869,546687,oucontent,,,105,3
AAA,2013J,401869,546687,oucontent,,,111,4
AAA,2013J,401869,546687,oucontent,,,112,1
AAA,2013J,401869,546687,oucontent,,,113,6
AAA,2013J,401869,546687,oucontent,,,114,4
AAA,2013J,401869,546686,oucontent,,,117,2
AAA,2013J,401869,546686,oucontent,,,121,1
AAA,2013J,401869,546687,oucontent,,,123,4
AAA,2013J,401869,546680,oucontent,,,124,5
AAA,2013J,401869,546726,oucontent,,,124,1
AAA,2013J,401869,546696,oucontent,,,125,14
AAA,2013J,401869,546692,oucontent,,,135,14
AAA,2013J,401869,546686,oucontent,,,135,12
AAA,2013J,401869,546691,oucontent,,,170,3
AAA,2013J,401869,546699,oucontent,,,170,3
AAA,2013J,401869,546691,oucontent,,,170,1
AAA,2013J,401869,546693,oucontent,,,171,2
AAA,2013J,401869,546699,oucontent,,,171,3
AAA,2013J,401869,546690,oucontent,,,171,2
AAA,2013J,401869,546699,oucontent,,,172,2
AAA,2013J,401869,546699,oucontent,,,173,2
AAA,2013J,401869,546728,oucontent,,,173,2
AAA,2013J,401869,546690,oucontent,,,173,3
AAA,2013J,401869,546693,oucontent,,,173,2
AAA,2013J,401869,546723,oucontent,,,208,4
AAA,2013J,401869,546682,oucontent,,,208,2
AAA,2013J,401869,546687,oucontent,,,215,3
AAA,2013J,401869,546682,oucontent,,,215,1
AAA,2013J,401869,546662,oucontent,,,215,2
AAA,2013J,401869,546692,oucontent,,,222,4
AAA,2013J,401869,546732,oucontent,2,2,241,2
AAA,2013J,401869,546732,oucontent,2,2,241,1
AAA,2013J,401869,546948,resource,,,-6,1
AAA,2013J,401869,546911,resource,,,-6,1
AAA,2013J,401869,546948,resource,,,16,2
AAA,2013J,401869,547013,resource,,,16,2
AAA,2013J,401869,546948,resource,,,38,1
AAA,2013J,401869,547017,resource,,,97,1
AAA,2013J,401869,546966,resource,,,208,1
AAA,2013J,401869,547037,resource,,,215,1
AAA,2013J,401869,546954,resource,,,215,1
AAA,2013J,401869,547017,resource,,,222,1
AAA,2013J,401869,546968,resource,,,222,1
AAA,2013J,401869,546966,resource,,,222,1
AAA,2013J,401869,546966,resource,,,228,1
AAA,2013J,401869,546966,resource,,,236,1
AAA,2013J,401869,547017,resource,,,240,1
AAA,2013J,401869,547017,resource,,,242,1
AAA,2013J,401869,546954,resource,,,242,1
AAA,2013J,401869,546879,subpage,,,-10,7
AAA,2013J,401869,546871,subpage,,,-9,1
AAA,2013J,401869,546879,subpage,,,-9,1
AAA,2013J,401869,546879,subpage,,,-6,1
AAA,2013J,401869,546871,subpage,,,-6,2
AAA,2013J,401869,546873,subpage,,,-6,1
AAA,2013J,401869,546876,subpage,,,2,4
AAA,2013J,401869,546876,subpage,,,3,1
AAA,2013J,401869,546879,subpage,,,3,1
AAA,2013J,401869,546876,subpage,,,5,2
AAA,2013J,401869,546876,subpage,,,10,3
AAA,2013J,401869,546879,subpage,,,10,1
AAA,2013J,401869,546876,subpage,,,11,1
AAA,2013J,401869,546876,subpage,,,15,6
AAA,2013J,401869,546871,subpage,,,15,3
AAA,2013J,401869,546879,subpage,,,16,6
AAA,2013J,401869,546871,subpage,,,16,2
AAA,2013J,401869,546876,subpage,,,17,4
AAA,2013J,401869,546879,subpage,,,17,3
AAA,2013J,401869,546879,subpage,,,18,3
AAA,2013J,401869,546876,subpage,,,18,1
AAA,2013J,401869,546871,subpage,,,19,2
AAA,2013J,401869,546876,subpage,,,19,1
AAA,2013J,401869,546879,subpage,,,19,2
AAA,2013J,401869,546876,subpage,,,31,6
AAA,2013J,401869,546876,subpage,,,32,1
AAA,2013J,401869,546876,subpage,,,33,2
AAA,2013J,401869,546871,subpage,,,38,1
AAA,2013J,401869,546874,subpage,,,38,1
AAA,2013J,401869,546876,subpage,,,38,1
AAA,2013J,401869,546879,subpage,,,97,1
AAA,2013J,401869,546876,subpage,,,124,1
AAA,2013J,401869,546879,subpage,,,208,1
AAA,2013J,401869,546871,subpage,,,208,1
AAA,2013J,401869,546871,subpage,,,215,3
AAA,2013J,401869,546871,subpage,,,222,1
AAA,2013J,401869,546879,subpage,,,222,1
AAA,2013J,401869,546871,subpage,,,228,1
AAA,2013J,401869,546879,subpage,,,228,1
AAA,2013J,401869,546879,subpage,,,236,1
AAA,2013J,401869,546879,subpage,,,240,1
AAA,2013J,401869,546879,subpage,,,242,1
AAA,2013J,401869,546871,subpage,,,242,2
AAA,2013J,401869,546871,subpage,,,244,1
AAA,2013J,401869,546879,subpage,,,244,1
AAA,2013J,401869,546900,url,,,-6,1
AAA,2013J,401869,546883,url,,,2,1
AAA,2013J,401869,546888,url,,,2,2
AAA,2013J,401869,546883,url,,,3,1
AAA,2013J,401869,546883,url,,,5,2
AAA,2013J,401869,546883,url,,,10,3
AAA,2013J,401869,546883,url,,,11,1
AAA,2013J,401869,546883,url,,,15,5
AAA,2013J,401869,546883,url,,,17,4
AAA,2013J,401869,546883,url,,,18,1
AAA,2013J,401869,546900,url,,,19,1
AAA,2013J,401869,546883,url,,,19,1
AAA,2013J,401869,546883,url,,,31,6
AAA,2013J,401869,546883,url,,,32,1
AAA,2013J,401869,546883,url,,,33,2
AAA,2013J,401869,546883,url,,,124,1
CCC,2014B,28418,729671,page,,,-5,1
CCC,2014B,28418,730035,page,,,4,2
CCC,2014B,28418,730016,page,,,4,1
CCC,2014B,28418,730050,page,,,4,1
CCC,2014B,28418,729671,page,,,4,9
CCC,2014B,28418,730023,page,,,4,1
CCC,2014B,28418,730068,page,,,4,1
CCC,2014B,28418,729787,page,,,4,1
CCC,2014B,28418,730007,page,,,4,1
CCC,2014B,28418,730069,page,,,4,2
CCC,2014B,28418,730054,page,,,11,1
CCC,2014B,28418,729797,page,,,11,1
CCC,2014B,28418,730022,page,,,11,1
CCC,2014B,28418,730019,page,,,11,2
CCC,2014B,28418,730018,page,,,11,2
CCC,2014B,28418,730017,page,,,11,1
CCC,2014B,28418,730012,page,,,11,2
CCC,2014B,28418,730042,page,,,11,1
CCC,2014B,28418,729789,page,,,11,1
CCC,2014B,28418,729789,page,,,11,3
CCC,2014B,28418,729787,page,,,11,1
CCC,2014B,28418,730015,page,,,11,3
CCC,2014B,28418,729789,page,,,11,2
CCC,2014B,28418,730006,page,,,11,1
CCC,2014B,28418,730052,page,,,11,1
CCC,2014B,28418,730050,page,,,11,1
CCC,2014B,28418,730068,page,,,11,1
CCC,2014B,28418,729671,page,,,11,9
CCC,2014B,28418,730069,page,,,11,1
CCC,2014B,28418,730016,page,,,11,2
CCC,2014B,28418,730014,page,,,11,3
CCC,2014B,28418,730007,page,,,11,5
CCC,2014B,28418,730035,page,,,11,5
CCC,2014B,28418,730024,page,,,11,1
CCC,2014B,28418,730132,page,,,11,1
CCC,2014B,28418,729671,page,,,14,1
CCC,2014B,28418,730069,page,,,14,1
CCC,2014B,28418,730035,page,,,15,1
CCC,2014B,28418,730069,page,,,15,1
CCC,2014B,28418,729671,page,,,15,3
CCC,2014B,28418,730035,page,,,18,3
CCC,2014B,28418,729671,page,,,18,7
CCC,2014B,28418,730050,page,,,18,1
CCC,2014B,28418,729787,page,,,18,3
CCC,2014B,28418,729787,page,,,18,2
CCC,2014B,28418,729797,page,,,18,1
CCC,2014B,28418,729787,page,,,18,1
CCC,2014B,28418,729787,page,,,18,27
CCC,2014B,28418,730012,page,,,18,4
CCC,2014B,28418,729787,page,,,18,1
CCC,2014B,28418,729787,page,,,18,3
CCC,2014B,28418,730068,page,,,25,1
CCC,2014B,28418,729671,page,,,25,1
CCC,2014B,28418,730035,page,,,25,1
CCC,2014B,28418,729789,page,,,28,1
CCC,2014B,28418,730015,page,,,28,2
CCC,2014B,28418,729797,page,,,28,1
CCC,2014B,28418,730070,page,,,28,1
CCC,2014B,28418,730016,page,,,28,1
CCC,2014B,28418,730068,page,,,28,1
CCC,2014B,28418,730019,page,,,28,1
CCC,2014B,28418,730022,page,,,28,1
CCC,2014B,28418,730007,page,,,28,4
CCC,2014B,28418,730010,page,,,28,2
CCC,2014B,28418,730035,page,,,28,2
CCC,2014B,28418,729671,page,,,28,4
CCC,2014B,28418,730068,page,,,33,1
CCC,2014B,28418,729671,page,,,33,1
CCC,2014B,28418,730035,page,,,33,1
CCC,2014B,28418,729671,page,,,39,1
CCC,2014B,28418,729671,page,,,46,1
CCC,2014B,28418,729671,page,,,57,3
CCC,2014B,28418,729683,page,,,57,1
CCC,2014B,28418,730076,page,,,64,2
CCC,2014B,28418,729671,page,,,64,3
CCC,2014B,28418,730035,page,,,65,1
CCC,2014B,28418,730039,page,,,65,1
CCC,2014B,28418,730042,page,,,65,1
CCC,2014B,28418,730007,page,,,65,1
CCC,2014B,28418,729779,page,,,65,1
CCC,2014B,28418,729779,page,,,65,24
CCC,2014B,28418,729779,page,,,65,1
CCC,2014B,28418,730075,page,,,65,4
CCC,2014B,28418,730016,page,,,65,1
CCC,2014B,28418,729671,page,,,65,2
CCC,2014B,28418,729779,page,,,67,1
CCC,2014B,28418,729779,page,,,67,1
CCC,2014B,28418,729779,page,,,67,1
CCC,2014B,28418,729779,page,,,67,9
CCC,2014B,28418,730035,page,,,67,1
CCC,2014B,28418,729779,page,,,67,1
CCC,2014B,28418,729671,page,,,67,2
CCC,2014B,28418,730087,page,,,99,1
CCC,2014B,28418,730016,page,,,99,1
CCC,2014B,28418,729671,page,,,99,1
CCC,2014B,28418,730007,page,,,99,1
CCC,2014B,28418,729671,page,,,136,1
CCC,2014B,28418,730035,page,,,136,1
CCC,2014B,28418,729788,page,,,136,1
CCC,2014B,28418,729788,page,,,136,1
CCC,2014B,28418,729788,page,,,136,4
CCC,2014B,28418,729671,page,,,137,8
CCC,2014B,28418,730113,page,,,137,4
CCC,2014B,28418,730087,page,,,137,3
CCC,2014B,28418,730035,page,,,137,6
CCC,2014B,28418,730007,page,,,137,2
CCC,2014B,28418,729788,page,,,137,4
CCC,2014B,28418,729779,page,,,137,1
CCC,2014B,28418,730115,page,,,137,5
CCC,2014B,28418,729788,page,,,137,37
CCC,2014B,28418,730016,page,,,137,2
CCC,2014B,28418,730116,page,,,140,1
CCC,2014B,28418,729671,page,,,140,1
CCC,2014B,28418,730035,page,,,140,1
CCC,2014B,28418,729671,page,,,141,6
CCC,2014B,28418,730035,page,,,141,1
CCC,2014B,28418,730040,page,,,141,1
CCC,2014B,28418,730116,page,,,141,1
CCC,2014B,28418,730113,page,,,141,1
CCC,2014B,28418,730102,page,,,141,1
CCC,2014B,28418,730016,page,,,141,2
CCC,2014B,28418,730007,page,,,141,2
CCC,2014B,28418,730115,page,,,141,1
CCC,2014B,28418,729671,page,,,165,1
CCC,2014B,28418,729671,page,,,172,1
DDD,2013B,103904,547814,url,,,-16,1
DDD,2013B,103904,547303,url,,,-16,6
DDD,2013B,103904,547493,url,,,-16,1
DDD,2013B,103904,547836,url,,,-16,1
DDD,2013B,103904,547918,url,,,-16,1
DDD,2013B,103904,547654,url,,,-14,2
DDD,2013B,103904,547838,url,,,-14,1
DDD,2013B,103904,547850,url,,,-14,2
DDD,2013B,103904,547836,url,,,-14,1
DDD,2013B,103904,547951,url,,,-14,1
DDD,2013B,103904,547867,url,,,-14,1
DDD,2013B,103904,547303,url,,,-14,3
DDD,2013B,103904,547900,url,,,-14,1
DDD,2013B,103904,547937,url,,,-14,1
DDD,2013B,103904,547918,url,,,-14,1
DDD,2013B,103904,547945,url,,,-14,1
DDD,2013B,103904,547303,url,,,-6,5
DDD,2013B,103904,547918,url,,,-6,1
DDD,2013B,103904,547838,url,,,-6,1
DDD,2013B,103904,547836,url,,,-6,1
DDD,2013B,103904,547654,url,,,-6,1
DDD,2013B,103904,547949,url,,,-5,1
DDD,2013B,103904,547946,url,,,-5,2
DDD,2013B,103904,547937,url,,,-5,1
DDD,2013B,103904,547272,url,,,-5,3
DDD,2013B,103904,547303,url,,,-5,5
DDD,2013B,103904,547918,url,,,-5,1
DDD,2013B,103904,547945,url,,,-5,1
DDD,2013B,103904,547640,url,,,-5,2
DDD,2013B,103904,547838,url,,,-5,1
DDD,2013B,103904,547910,url,,,-5,1
DDD,2013B,103904,547966,url,,,-5,1
DDD,2013B,103904,547867,url,,,-5,1
DDD,2013B,103904,547272,url,,,-5,1
DDD,2013B,103904,547632,url,,,-5,2
DDD,2013B,103904,547850,url,,,-5,1
DDD,2013B,103904,547918,url,,,-4,1
DDD,2013B,103904,547872,url,,,-4,1
DDD,2013B,103904,547850,url,,,-4,2
DDD,2013B,103904,547875,url,,,-4,1
DDD,2013B,103904,547947,url,,,-4,1
DDD,2013B,103904,547548,url,,,-4,4
DDD,2013B,103904,547673,url,,,-4,1
DDD,2013B,103904,547945,url,,,-4,1
DDD,2013B,103904,547303,url,,,-4,3
DDD,2013B,103904,547937,url,,,-4,1
DDD,2013B,103904,547678,url,,,-4,3
DDD,2013B,103904,547844,url,,,-3,1
DDD,2013B,103904,547832,url,,,-3,1
DDD,2013B,103904,547928,url,,,-3,1
DDD,2013B,103904,547303,url,,,-3,4
DDD,2013B,103904,547656,url,,,-3,1
DDD,2013B,103904,547816,url,,,-3,1
DDD,2013B,103904,547864,url,,,-3,1
DDD,2013B,103904,547660,url,,,-3,1
DDD,2013B,103904,547872,url,,,-3,1
DDD,2013B,103904,547673,url,,,-2,1
DDD,2013B,103904,547875,url,,,-2,1
DDD,2013B,103904,547303,url,,,-2,1
DDD,2013B,103904,547937,url,,,-2,1
DDD,2013B,103904,547272,url,,,-1,2
DDD,2013B,103904,547966,url,,,-1,1
DDD,2013B,103904,547303,url,,,-1,7
DDD,2013B,103904,547272,url,,,-1,1
DDD,2013B,103904,547272,url,,,2,2
DDD,2013B,103904,547272,url,,,2,1
DDD,2013B,103904,547828,url,,,2,1
DDD,2013B,103904,547858,url,,,2,1
DDD,2013B,103904,547303,url,,,2,6
DDD,2013B,103904,547662,url,,,2,1
DDD,2013B,103904,547769,url,,,2,1
DDD,2013B,103904,547837,url,,,2,1
DDD,2013B,103904,547844,url,,,2,1
DDD,2013B,103904,547864,url,,,2,5
DDD,2013B,103904,547873,url,,,2,1
DDD,2013B,103904,547809,url,,,2,3
DDD,2013B,103904,547868,url,,,3,1
DDD,2013B,103904,547930,url,,,3,2
DDD,2013B,103904,547303,url,,,3,6
DDD,2013B,103904,547274,url,,,3,1
DDD,2013B,103904,547562,url,,,3,1
DDD,2013B,103904,547548,url,,,3,1
DDD,2013B,103904,547274,url,,,3,1
DDD,2013B,103904,547817,url,,,3,1
DDD,2013B,103904,547309,url,,,3,1
DDD,2013B,103904,547890,url,,,6,1
DDD,2013B,103904,547823,url,,,6,1
DDD,2013B,103904,547303,url,,,6,2
DDD,2013B,103904,547272,url,,,6,2
DDD,2013B,103904,547757,url,,,6,2
DDD,2013B,103904,547272,url,,,6,1
DDD,2013B,103904,547303,url,,,7,2
DDD,2013B,103904,547833,url,,,7,1
DDD,2013B,103904,547882,url,,,7,1
DDD,2013B,103904,547778,url,,,7,1
DDD,2013B,103904,547303,url,,,8,3
DDD,2013B,103904,547272,url,,,8,11
DDD,2013B,103904,547272,url,,,8,11
DDD,2013B,103904,547272,url,,,10,3
DDD,2013B,103904,547274,url,,,10,2
DDD,2013B,103904,547274,url,,,10,3
DDD,2013B,103904,547303,url,,,10,4
DDD,2013B,103904,547953,url,,,10,1
DDD,2013B,103904,547272,url,,,10,2
DDD,2013B,103904,547272,url,,,11,3
DDD,2013B,103904,547730,url,,,11,1
DDD,2013B,103904,547959,url,,,11,1
DDD,2013B,103904,547630,url,,,11,1
DDD,2013B,103904,547947,url,,,11,1
DDD,2013B,103904,547726,url,,,11,1
DDD,2013B,103904,547716,url,,,11,2
DDD,2013B,103904,547699,url,,,11,1
DDD,2013B,103904,547303,url,,,11,2
DDD,2013B,103904,547272,url,,,11,4
DDD,2013B,103904,547303,url,,,13,2
